street,long,lat,city_id,town_id,neighborhood,postal
Rua 2,,,11,112,Residencial Recanto do Lago,75691-159
Rua 15,,,11,112,Residencial Recanto do Lago,75691-162
Rua 16,,,11,112,Residencial Recanto do Lago,75691-165
Rua 17,,,11,112,Residencial Recanto do Lago,75691-168
Rua 18,,,11,112,Residencial Recanto do Lago,75691-171
Rua 19,,,11,112,Residencial Recanto do Lago,75691-174
Rua 20,,,11,112,Residencial Recanto do Lago,75691-177
Rua 3,,,11,112,Residencial Recanto do Lago,75691-180
Rua 21,,,11,112,Residencial Recanto do Lago,75691-183
Rua 22,,,11,112,Residencial Recanto do Lago,75691-186
Rua 4,,,11,112,Residencial Recanto do Lago,75691-189
Rua 5,,,11,112,Residencial Recanto do Lago,75691-192
Rua 6,,,11,112,Residencial Recanto do Lago,75691-195
Rua 7,,,11,112,Residencial Recanto do Lago,75691-198
Rua 8,,,11,112,Residencial Recanto do Lago,75691-201
Rua 25,,,11,112,Residencial Recanto do Lago,75691-204
Rua 9,,,11,112,Residencial Recanto do Lago,75691-207
Rua 10,,,11,112,Residencial Recanto do Lago,75691-210
Rua 11,,,11,112,Residencial Recanto do Lago,75691-213
Rua 26,,,11,112,Residencial Recanto do Lago,75691-216
Rua 27,,,11,112,Residencial Recanto do Lago,75691-219
Rua 12,,,11,112,Residencial Recanto do Lago,75691-222
Rua 24,,,11,112,Residencial Recanto do Lago,75691-225
Rua 23,,,11,112,Residencial Recanto do Lago,75691-228
Rua 13,,,11,112,Residencial Recanto do Lago,75691-231
Avenida do Lago,,,11,68,Mansões Privê do Lago,75691-240
Avenida PL 1,,,11,68,Mansões Privê do Lago,75691-246
Avenida PL 2,,,11,68,Mansões Privê do Lago,75691-252
Alameda Juca de Godoy,,,11,141,Vila Morais,75691-500
Rua Dona Amância de Morais,,,11,141,Vila Morais,75691-502
Rua da Família,,,11,141,Vila Morais,75691-504
Alameda do Contorno,,,11,141,Vila Morais,75691-506
Avenida Castelo Novo,,,11,141,Vila Morais,75691-508
Rua Tomázia Dias Carneiro,,,11,141,Vila Morais,75691-510
Rua Santos Dumont,,,11,143,Vila Olegário Pinto,75691-540
Avenida Orozimbo Correa Neto,,,11,143,Vila Olegário Pinto,75691-542
Rua Vítor de Ozeda Ala,,,11,143,Vila Olegário Pinto,75691-544
Avenida Osmundo Gonzaga de Menezes,,,11,143,Vila Olegário Pinto,75691-546
Avenida Castelo Novo,,,11,143,Vila Olegário Pinto,75691-548
Rua José Machado Fontes,,,11,143,Vila Olegário Pinto,75691-550
Rua Belém,,,11,143,Vila Olegário Pinto,75691-552
Rua Manoel Branco de Souza,,,11,143,Vila Olegário Pinto,75691-554
Rua Orcalino Veloso dos Santos,,,11,143,Vila Olegário Pinto,75691-556
Rua Jonas Galvão,,,11,143,Vila Olegário Pinto,75691-557
Rua José Luiz de Medeiros,,,11,143,Vila Olegário Pinto,75691-558
Rua Monte Castelo,,,11,143,Vila Olegário Pinto,75691-560
Avenida do Expedicionário,,,11,143,Vila Olegário Pinto,75691-562
Praça Bento de Godoy,,,11,143,Vila Olegário Pinto,75691-563
Rua América,,,11,143,Vila Olegário Pinto,75691-564
Rua Ernesto José de Sousa,,,11,143,Vila Olegário Pinto,75691-566
Rua Antônio Augusto Guimarães,,,11,143,Vila Olegário Pinto,75691-568
Rua Cleóbulo Rabelo,,,11,143,Vila Olegário Pinto,75691-570
Rua Clarimundo Gonzaga de Menezes,,,11,143,Vila Olegário Pinto,75691-572
Rua Joaquim Gonzaga de Menezes,,,11,143,Vila Olegário Pinto,75691-574
Rua Joaquim Rodrigues de Rezende,,,11,143,Vila Olegário Pinto,75691-576
Rua Lídio Silva Pinto,,,11,143,Vila Olegário Pinto,75691-578
Rua 9,,,11,1,Anhanguera,75691-600
Rua 1,,,11,1,Anhanguera,75691-602
Avenida Coronel Bento de Godoy,,,11,1,Anhanguera,75691-604
Rua 2,,,11,1,Anhanguera,75691-606
Rua 3,,,11,1,Anhanguera,75691-608
Rua 4,,,11,1,Anhanguera,75691-610
Rua 9,,,11,55,Jardim Paraíso,75691-660
Rua 2,,,11,55,Jardim Paraíso,75691-662
Rua 8,,,11,55,Jardim Paraíso,75691-664
Rua 1,,,11,55,Jardim Paraíso,75691-666
Rua 7,,,11,55,Jardim Paraíso,75691-668
Rua 10,,,11,55,Jardim Paraíso,75691-670
Rua 3,,,11,55,Jardim Paraíso,75691-672
Rua 6,,,11,55,Jardim Paraíso,75691-674
Rua 5,,,11,55,Jardim Paraíso,75691-676
Rua 4,,,11,55,Jardim Paraíso,75691-678
Rua 3 A,,,11,55,Jardim Paraíso,75691-680
Rua 11,,,11,55,Jardim Paraíso,75691-682
Rua 12,,,11,55,Jardim Paraíso,75691-684
Rua 25,,,11,55,Jardim Paraíso,75691-686
Rua 13,,,11,55,Jardim Paraíso,75691-688
Rua 14,,,11,55,Jardim Paraíso,75691-690
Rua 15,,,11,55,Jardim Paraíso,75691-692
Rua 23,,,11,55,Jardim Paraíso,75691-694
Rua 18,,,11,55,Jardim Paraíso,75691-696
Rua 16,,,11,55,Jardim Paraíso,75691-698
Rua 29,,,11,55,Jardim Paraíso,75691-700
Rua 30,,,11,55,Jardim Paraíso,75691-702
Rua 31,,,11,55,Jardim Paraíso,75691-704
Rua 32,,,11,55,Jardim Paraíso,75691-706
Rua 21,,,11,55,Jardim Paraíso,75691-708
Rua 22,,,11,55,Jardim Paraíso,75691-710
Rua 24,,,11,55,Jardim Paraíso,75691-712
Rua 20,,,11,55,Jardim Paraíso,75691-714
Rua 17,,,11,55,Jardim Paraíso,75691-716
Avenida Coronel Bento de Godoy,,,11,55,Jardim Paraíso,75691-718
Rua 19,,,11,55,Jardim Paraíso,75691-720
Rua 27,,,11,55,Jardim Paraíso,75691-722
Rua 28,,,11,55,Jardim Paraíso,75691-724
Avenida A,,,11,55,Jardim Paraíso,75691-726
Rua Áustria,,,11,21,Condomínio Residence Rohr,75691-730
Rua Mônaco,,,11,21,Condomínio Residence Rohr,75691-733
Rua Itália,,,11,21,Condomínio Residence Rohr,75691-736
Rua Polônia,,,11,21,Condomínio Residence Rohr,75691-739
Rua Bulgária,,,11,21,Condomínio Residence Rohr,75691-742
Avenida França,,,11,21,Condomínio Residence Rohr,75691-745
Rua Dinamarca,,,11,21,Condomínio Residence Rohr,75691-748
Rua Turquia,,,11,21,Condomínio Residence Rohr,75691-751
Avenida Alemanha,,,11,21,Condomínio Residence Rohr,75691-754
Rua Espanha,,,11,21,Condomínio Residence Rohr,75691-757
Avenida Hungria,,,11,21,Condomínio Residence Rohr,75691-760
Rua Suécia,,,11,21,Condomínio Residence Rohr,75691-763
Rua Grécia,,,11,21,Condomínio Residence Rohr,75691-766
Rua Bélgica,,,11,21,Condomínio Residence Rohr,75691-769
Rua Holanda,,,11,21,Condomínio Residence Rohr,75691-772
Rua Antônio Barbosa da Silva Neto,,,11,140,Vila Matheus,75691-800
Rua 17,,,11,140,Vila Matheus,75691-801
Rua Lázara David Ferreira,,,11,140,Vila Matheus,75691-802
Rua Lourival Machado Matheus,,,11,140,Vila Matheus,75691-804
Via 4,,,11,140,Vila Matheus,75691-805
Rua 4,,,11,106,Residencial Paraíso,75691-810
Rua 2,,,11,106,Residencial Paraíso,75691-812
Rua 3,,,11,106,Residencial Paraíso,75691-814
Rua 1,,,11,106,Residencial Paraíso,75691-816
Via 5,,,11,125,Setor Itaparica,75691-820
Via 1,,,11,125,Setor Itaparica,75691-822
Via 2,,,11,125,Setor Itaparica,75691-824
Via 3,,,11,125,Setor Itaparica,75691-826
Via 6,,,11,125,Setor Itaparica,75691-828
Via 7,,,11,125,Setor Itaparica,75691-830
Via 4,,,11,125,Setor Itaparica,75691-832
Via 8,,,11,125,Setor Itaparica,75691-834
Via 12,,,11,125,Setor Itaparica,75691-836
Via 9,,,11,125,Setor Itaparica,75691-838
Via 10,,,11,125,Setor Itaparica,75691-840
Via 11,,,11,125,Setor Itaparica,75691-842
Rua SP 10,,,11,125,Setor Itaparica,75691-844
Rua Presidente Getúlio Vargas,,,11,97,Residencial Konesuk,75691-850
Rodovia GO-213,,,11,97,Residencial Konesuk,75691-851
Rua K 7,,,11,97,Residencial Konesuk,75691-852
Rua K 5,,,11,97,Residencial Konesuk,75691-854
Rua K 6,,,11,97,Residencial Konesuk,75691-856
Rua K 3,,,11,97,Residencial Konesuk,75691-858
Rua K 2,,,11,97,Residencial Konesuk,75691-860
Rua K 1,,,11,97,Residencial Konesuk,75691-862
Rua K 4,,,11,97,Residencial Konesuk,75691-864
Rua SP 1,,,11,130,Setor Planalto,75691-870
Rua SP 10,,,11,130,Setor Planalto,75691-873
Rua SP 9,,,11,130,Setor Planalto,75691-876
Rua SP 8,,,11,130,Setor Planalto,75691-879
Rua SP 7,,,11,130,Setor Planalto,75691-882
Rua SP 6,,,11,130,Setor Planalto,75691-885
Rua SP 5,,,11,130,Setor Planalto,75691-888
Rua SP 4,,,11,130,Setor Planalto,75691-891
Rua SP 3,,,11,130,Setor Planalto,75691-894
Rua SP 2,,,11,130,Setor Planalto,75691-895
Rua RP 1,,,11,130,Setor Planalto,75691-897
Rua SP 10,,,11,108,Residencial Primavera,75692-020
Rua RP 8,,,11,108,Residencial Primavera,75692-023
Rua SP 1,,,11,108,Residencial Primavera,75692-026
Rua SP 4,,,11,108,Residencial Primavera,75692-029
Rua RP 1,,,11,108,Residencial Primavera,75692-032
Rua RP 4,,,11,108,Residencial Primavera,75692-035
Rua RP 5,,,11,108,Residencial Primavera,75692-038
Rua RP 6,,,11,108,Residencial Primavera,75692-041
Rua RP 3,,,11,108,Residencial Primavera,75692-044
Rua RP 7,,,11,108,Residencial Primavera,75692-047
Rua RP 11,,,11,108,Residencial Primavera,75692-050
Rua RP 10,,,11,108,Residencial Primavera,75692-053
Rua RP 2,,,11,108,Residencial Primavera,75692-056
Rua RP 9,,,11,108,Residencial Primavera,75692-059
Rua RP 12,,,11,108,Residencial Primavera,75692-062
Rua RP 13,,,11,108,Residencial Primavera,75692-065
Avenida A,,,11,75,Parque das Águas Quentes 2,75692-230
Avenida B,,,11,75,Parque das Águas Quentes 2,75692-233
Rua 5,,,11,75,Parque das Águas Quentes 2,75692-236
Rua 6,,,11,75,Parque das Águas Quentes 2,75692-239
Rua 7,,,11,75,Parque das Águas Quentes 2,75692-242
Rua 8,,,11,75,Parque das Águas Quentes 2,75692-245
Rua 1,,,11,75,Parque das Águas Quentes 2,75692-248
Rua 2,,,11,75,Parque das Águas Quentes 2,75692-251
Rua 3,,,11,75,Parque das Águas Quentes 2,75692-254
Rua Presidente Getúlio Vargas,,,11,127,Setor Lagoa Quente,75692-460
Avenida Presidente Lyra Tavares,,,11,127,Setor Lagoa Quente,75692-463
Rua Presidente Eurico Dutra,,,11,127,Setor Lagoa Quente,75692-466
Rua 48,,,11,127,Setor Lagoa Quente,75692-469
Rua Presidente Café Filho,,,11,127,Setor Lagoa Quente,75692-472
Rua Presidente Carlos Luz,,,11,127,Setor Lagoa Quente,75692-475
Rua Presidente Nereu Ramos,,,11,127,Setor Lagoa Quente,75692-478
Rua Presidente Juscelino Kubitschek,,,11,127,Setor Lagoa Quente,75692-481
Via Interna,,,11,127,Setor Lagoa Quente,75692-484
Avenida Presidente Rademaker,,,11,127,Setor Lagoa Quente,75692-487
Alameda Dom Pedro II,,,11,127,Setor Lagoa Quente,75692-490
Rua 46,,,11,127,Setor Lagoa Quente,75692-493
Rua Presidente Jânio Quadros,,,11,127,Setor Lagoa Quente,75692-496
Rua Presidente Ranieri Mazilli,,,11,127,Setor Lagoa Quente,75692-499
Rua Presidente Sousa e Melo,,,11,127,Setor Lagoa Quente,75692-502
Rua Presidente Castelo Branco,,,11,127,Setor Lagoa Quente,75692-505
Rua Presidente Costa e Silva,,,11,127,Setor Lagoa Quente,75692-508
Rua 40,,,11,127,Setor Lagoa Quente,75692-511
Rua 38,,,11,127,Setor Lagoa Quente,75692-514
Rua 36,,,11,127,Setor Lagoa Quente,75692-517
Rua Presidente Médice,,,11,127,Setor Lagoa Quente,75692-520
Rua 30,,,11,127,Setor Lagoa Quente,75692-523
Rua 32,,,11,127,Setor Lagoa Quente,75692-526
Rua 34,,,11,127,Setor Lagoa Quente,75692-529
Rua Presidente Geisel,,,11,127,Setor Lagoa Quente,75692-532
Rua 22,,,11,127,Setor Lagoa Quente,75692-535
Rua 24,,,11,127,Setor Lagoa Quente,75692-538
Rua 26,,,11,127,Setor Lagoa Quente,75692-541
Rua 28,,,11,127,Setor Lagoa Quente,75692-544
Rua 20,,,11,127,Setor Lagoa Quente,75692-547
Rua 18,,,11,127,Setor Lagoa Quente,75692-550
Rua Presidente João Goulart,,,11,127,Setor Lagoa Quente,75692-553
Rua Presidente Figueiredo,,,11,127,Setor Lagoa Quente,75692-556
Rua 8,,,11,127,Setor Lagoa Quente,75692-559
Rua 6,,,11,127,Setor Lagoa Quente,75692-562
Rua Presidente José Linhares,,,11,127,Setor Lagoa Quente,75692-565
Rua 4,,,11,127,Setor Lagoa Quente,75692-568
Rua 2,,,11,127,Setor Lagoa Quente,75692-571
Avenida Princesa Isabel,,,11,127,Setor Lagoa Quente,75692-574
Rua 12,,,11,127,Setor Lagoa Quente,75692-577
Avenida Lagoa Quente,,,11,127,Setor Lagoa Quente,75692-580
Rua 10,,,11,127,Setor Lagoa Quente,75692-583
Rua Presidente José Noronha,,,11,127,Setor Lagoa Quente,75692-586
Avenida Presidente Rosa e Silva,,,11,127,Setor Lagoa Quente,75692-589
Rua Presidente Mena Barreto,,,11,127,Setor Lagoa Quente,75692-592
Avenida Presidente Deodoro da Fonseca,,,11,127,Setor Lagoa Quente,75692-595
Rua Presidente Tasso Fragoso,,,11,127,Setor Lagoa Quente,75692-598
Rua Presidente Júlio Prestes,,,11,127,Setor Lagoa Quente,75692-601
Rua 37,,,11,127,Setor Lagoa Quente,75692-604
Rua 39,,,11,127,Setor Lagoa Quente,75692-607
Rua 41,,,11,127,Setor Lagoa Quente,75692-610
Rua Presidente Antônio Carlos,,,11,127,Setor Lagoa Quente,75692-613
Rua Presidente Campos Sales,,,11,127,Setor Lagoa Quente,75692-616
Avenida Presidente Prudente,,,11,127,Setor Lagoa Quente,75692-619
Rua 33,,,11,127,Setor Lagoa Quente,75692-622
Avenida Presidente Floriano Peixoto,,,11,127,Setor Lagoa Quente,75692-625
Rua 31,,,11,127,Setor Lagoa Quente,75692-628
Rua Presidente Washington Luís,,,11,127,Setor Lagoa Quente,75692-631
Rua Presidente Artur Bernardes,,,11,127,Setor Lagoa Quente,75692-634
Rua Presidente Epitácio Pessoa,,,11,127,Setor Lagoa Quente,75692-637
Rua 27,,,11,127,Setor Lagoa Quente,75692-640
Rua Presidente Delfim Moreira,,,11,127,Setor Lagoa Quente,75692-643
Rua Presidente Urbano Araújo,,,11,127,Setor Lagoa Quente,75692-646
Rua Presidente Venceslau Braz,,,11,127,Setor Lagoa Quente,75692-649
Rua Presidente Hermes da Fonseca,,,11,127,Setor Lagoa Quente,75692-652
Rua 25,,,11,127,Setor Lagoa Quente,75692-655
Rua 19,,,11,127,Setor Lagoa Quente,75692-658
Rua Presidente Nilo Peçanha,,,11,127,Setor Lagoa Quente,75692-661
Rua Presidente Afonso Pena,,,11,127,Setor Lagoa Quente,75692-664
Rua 13,,,11,127,Setor Lagoa Quente,75692-667
Rua Presidente Rodrigues Alves,,,11,127,Setor Lagoa Quente,75692-670
Rua 17,,,11,127,Setor Lagoa Quente,75692-673
Rua 3,,,11,127,Setor Lagoa Quente,75692-676
Alameda Dom Pedro I,,,11,127,Setor Lagoa Quente,75692-679
Rua Presidente Vitorino Pereira,,,11,127,Setor Lagoa Quente,75692-682
Rua 5,,,11,127,Setor Lagoa Quente,75692-685
Rua 7,,,11,127,Setor Lagoa Quente,75692-688
Rua 14,,,11,127,Setor Lagoa Quente,75692-691
Rua 11,,,11,127,Setor Lagoa Quente,75692-694
Avenida Central,,,11,14,Condomínio Alphaville-6,75692-700
Alameda Contorno,,,11,14,Condomínio Alphaville-6,75692-703
Rua A,,,11,14,Condomínio Alphaville-6,75692-706
Rua B,,,11,14,Condomínio Alphaville-6,75692-709
Rua C,,,11,14,Condomínio Alphaville-6,75692-712
Rua D,,,11,14,Condomínio Alphaville-6,75692-715
Avenida Getúlio Vargas,,,11,134,Sítio de Recreio Pirapitinga,75693-000
Rua BV 1,,,11,123,Setor Alto da Boa Vista,75693-100
Rua BV 2,,,11,123,Setor Alto da Boa Vista,75693-103
Rua BV 3,,,11,123,Setor Alto da Boa Vista,75693-106
Rua BV 4,,,11,123,Setor Alto da Boa Vista,75693-109
Rua BV 5,,,11,123,Setor Alto da Boa Vista,75693-112
Rua BV 6,,,11,123,Setor Alto da Boa Vista,75693-115
Rua BV 7,,,11,123,Setor Alto da Boa Vista,75693-118
Rua BV 8,,,11,123,Setor Alto da Boa Vista,75693-121
Rua BV 9,,,11,123,Setor Alto da Boa Vista,75693-124
Rua BV 10,,,11,123,Setor Alto da Boa Vista,75693-127
Rua BV 11,,,11,123,Setor Alto da Boa Vista,75693-130
Rua BV 17,,,11,123,Setor Alto da Boa Vista,75693-133
Rua BV 13,,,11,123,Setor Alto da Boa Vista,75693-136
Rua BV 12,,,11,123,Setor Alto da Boa Vista,75693-139
Rua BV 14,,,11,123,Setor Alto da Boa Vista,75693-142
Rua BV 15,,,11,123,Setor Alto da Boa Vista,75693-145
Rua BV 16,,,11,123,Setor Alto da Boa Vista,75693-148
Rua BV 18,,,11,123,Setor Alto da Boa Vista,75693-151
Avenida B,,,11,123,Setor Alto da Boa Vista,75693-154
Rua BV 20,,,11,123,Setor Alto da Boa Vista,75693-157
Rua BV 19,,,11,123,Setor Alto da Boa Vista,75693-160
Rua BV 23,,,11,123,Setor Alto da Boa Vista,75693-163
Rua BV 25,,,11,123,Setor Alto da Boa Vista,75693-166
Rua BV 27,,,11,123,Setor Alto da Boa Vista,75693-169
Rua BV 22,,,11,123,Setor Alto da Boa Vista,75693-172
Rua BV 21,,,11,123,Setor Alto da Boa Vista,75693-175
Rua BV 24,,,11,123,Setor Alto da Boa Vista,75693-178
Rua BV 26,,,11,123,Setor Alto da Boa Vista,75693-181
Rua BV 28,,,11,123,Setor Alto da Boa Vista,75693-184
Rua BV 29,,,11,123,Setor Alto da Boa Vista,75693-187
Rua BV 30,,,11,123,Setor Alto da Boa Vista,75693-190
Rua BV 31,,,11,123,Setor Alto da Boa Vista,75693-193
Rua BV 32,,,11,123,Setor Alto da Boa Vista,75693-196
Rua BV 33,,,11,123,Setor Alto da Boa Vista,75693-199
Rua BV 34,,,11,123,Setor Alto da Boa Vista,75693-202
Avenida A,,,11,123,Setor Alto da Boa Vista,75693-205
Avenida A,,,11,67,Mansões Le Village Blanc,75693-210
Rua 9,,,11,67,Mansões Le Village Blanc,75693-213
Rua 11,,,11,67,Mansões Le Village Blanc,75693-216
Rua 12,,,11,67,Mansões Le Village Blanc,75693-219
Rua 10,,,11,67,Mansões Le Village Blanc,75693-222
Rua 8,,,11,67,Mansões Le Village Blanc,75693-225
Rua 7,,,11,67,Mansões Le Village Blanc,75693-228
Rua 6,,,11,67,Mansões Le Village Blanc,75693-231
Rua 5,,,11,67,Mansões Le Village Blanc,75693-234
Rua 4,,,11,67,Mansões Le Village Blanc,75693-237
Rua 3,,,11,67,Mansões Le Village Blanc,75693-240
Rua 2,,,11,67,Mansões Le Village Blanc,75693-243
Rua 1,,,11,67,Mansões Le Village Blanc,75693-246
Rua Londres,,,11,128,Setor Mansões Pirapitinga,75693-250
Rua Oslo,,,11,128,Setor Mansões Pirapitinga,75693-253
Rua Copenhagem,,,11,128,Setor Mansões Pirapitinga,75693-256
Rua Polônia,,,11,128,Setor Mansões Pirapitinga,75693-259
Rua Hungria,,,11,128,Setor Mansões Pirapitinga,75693-262
Rua Inglaterra,,,11,128,Setor Mansões Pirapitinga,75693-265
Avenida Pirapitinga,,,11,128,Setor Mansões Pirapitinga,75693-268
Rua Malta,,,11,128,Setor Mansões Pirapitinga,75693-271
Rua Grécia,,,11,128,Setor Mansões Pirapitinga,75693-274
Rua Creta,,,11,128,Setor Mansões Pirapitinga,75693-277
Rua Sicília,,,11,128,Setor Mansões Pirapitinga,75693-280
Rua Corsina,,,11,128,Setor Mansões Pirapitinga,75693-283
Rua Estônia,,,11,128,Setor Mansões Pirapitinga,75693-286
Rua Luxemburgo,,,11,128,Setor Mansões Pirapitinga,75693-289
Rua Dinamarca,,,11,128,Setor Mansões Pirapitinga,75693-292
Rua França,,,11,128,Setor Mansões Pirapitinga,75693-295
Rua Itália,,,11,128,Setor Mansões Pirapitinga,75693-298
Rua Pérsia,,,11,128,Setor Mansões Pirapitinga,75693-301
Rua Letônia,,,11,128,Setor Mansões Pirapitinga,75693-304
Rua Espanha,,,11,128,Setor Mansões Pirapitinga,75693-307
Rua Noruega,,,11,128,Setor Mansões Pirapitinga,75693-310
Rua Áustria,,,11,128,Setor Mansões Pirapitinga,75693-313
Rua Mônaco,,,11,128,Setor Mansões Pirapitinga,75693-316
Rua Albânia,,,11,128,Setor Mansões Pirapitinga,75693-319
Rua Suécia,,,11,128,Setor Mansões Pirapitinga,75693-322
Rua Munique,,,11,128,Setor Mansões Pirapitinga,75693-325
Rua Nice,,,11,128,Setor Mansões Pirapitinga,75693-328
Rua Viena,,,11,128,Setor Mansões Pirapitinga,75693-331
Rua Dublim,,,11,128,Setor Mansões Pirapitinga,75693-334
Rua Verdi,,,11,128,Setor Mansões Pirapitinga,75693-337
Rua Bristol,,,11,128,Setor Mansões Pirapitinga,75693-340
Rua Veneza,,,11,128,Setor Mansões Pirapitinga,75693-343
Rua Nanci,,,11,128,Setor Mansões Pirapitinga,75693-346
Avenida Circular,,,11,128,Setor Mansões Pirapitinga,75693-349
Rua Colônia,,,11,128,Setor Mansões Pirapitinga,75693-352
Rua Bilbao,,,11,128,Setor Mansões Pirapitinga,75693-355
Rua Paris,,,11,128,Setor Mansões Pirapitinga,75693-358
Rua Turim,,,11,128,Setor Mansões Pirapitinga,75693-361
Rua Florença,,,11,128,Setor Mansões Pirapitinga,75693-364
Rua Escócia,,,11,128,Setor Mansões Pirapitinga,75693-367
Rua Finlândia,,,11,128,Setor Mansões Pirapitinga,75693-370
Rua Irlanda,,,11,128,Setor Mansões Pirapitinga,75693-373
Avenida Santo Amaro,,,11,6,Chácara Roma,75694-020
Via de Acesso Marina Mofatto,,,11,6,Chácara Roma,75694-025
Via Circular Francisca Lima Bezerra,,,11,6,Chácara Roma,75694-030
Via Cora Coralina,,,11,6,Chácara Roma,75694-035
Via Gercina Borges Teixeira,,,11,6,Chácara Roma,75694-040
Via Irene Rohr,,,11,6,Chácara Roma,75694-045
Rua Presidente Getúlio Vargas,,,11,22,Condomínio Residencial dos Girassóis,75694-070
Rua 42,,,11,65,Mansões Águas Quentes,75694-120
Rua 41,,,11,65,Mansões Águas Quentes,75694-123
Rua 40,,,11,65,Mansões Águas Quentes,75694-126
Rua 39,,,11,65,Mansões Águas Quentes,75694-129
Avenida E,,,11,65,Mansões Águas Quentes,75694-132
Rua 41 A,,,11,65,Mansões Águas Quentes,75694-135
Rua 43,,,11,65,Mansões Águas Quentes,75694-138
Rua 44,,,11,65,Mansões Águas Quentes,75694-141
Rua 45,,,11,65,Mansões Águas Quentes,75694-144
Rua 50,,,11,65,Mansões Águas Quentes,75694-147
Rua 49,,,11,65,Mansões Águas Quentes,75694-150
Rua 48,,,11,65,Mansões Águas Quentes,75694-153
Rua 47,,,11,65,Mansões Águas Quentes,75694-156
Rua 46,,,11,65,Mansões Águas Quentes,75694-159
Rua 59,,,11,65,Mansões Águas Quentes,75694-162
Rua 60,,,11,65,Mansões Águas Quentes,75694-165
Rua 55,,,11,65,Mansões Águas Quentes,75694-168
Rua 61,,,11,65,Mansões Águas Quentes,75694-171
Rua 62,,,11,65,Mansões Águas Quentes,75694-174
Rua 56,,,11,65,Mansões Águas Quentes,75694-177
Rua 57,,,11,65,Mansões Águas Quentes,75694-180
Rua 58,,,11,65,Mansões Águas Quentes,75694-183
Rua 63,,,11,65,Mansões Águas Quentes,75694-186
Rua 64,,,11,65,Mansões Águas Quentes,75694-189
Rua 65,,,11,65,Mansões Águas Quentes,75694-192
Rua 66,,,11,65,Mansões Águas Quentes,75694-195
Rua 67,,,11,65,Mansões Águas Quentes,75694-198
Rua 68,,,11,65,Mansões Águas Quentes,75694-201
Avenida F,,,11,65,Mansões Águas Quentes,75694-204
Avenida Presidente Deodoro da Fonseca,,,11,65,Mansões Águas Quentes,75694-207
Rua 69,,,11,65,Mansões Águas Quentes,75694-210
Rua 65 A,,,11,65,Mansões Águas Quentes,75694-213
Rua 70,,,11,65,Mansões Águas Quentes,75694-216
Avenida C,,,11,65,Mansões Águas Quentes,75694-219
Rua 54,,,11,65,Mansões Águas Quentes,75694-222
Avenida 71,,,11,65,Mansões Águas Quentes,75694-225
Rua 36 A,,,11,65,Mansões Águas Quentes,75694-228
Rua 51,,,11,65,Mansões Águas Quentes,75694-231
Rua 36,,,11,65,Mansões Águas Quentes,75694-234
Rua 35,,,11,65,Mansões Águas Quentes,75694-237
Rua 34,,,11,65,Mansões Águas Quentes,75694-240
Rua 21,,,11,65,Mansões Águas Quentes,75694-243
Rua 33,,,11,65,Mansões Águas Quentes,75694-246
Rua 20,,,11,65,Mansões Águas Quentes,75694-249
Rua 32,,,11,65,Mansões Águas Quentes,75694-252
Avenida D,,,11,65,Mansões Águas Quentes,75694-255
Rua 31,,,11,65,Mansões Águas Quentes,75694-258
Rua 30,,,11,65,Mansões Águas Quentes,75694-261
Rua 29,,,11,65,Mansões Águas Quentes,75694-264
Rua 53,,,11,65,Mansões Águas Quentes,75694-267
Rua 52,,,11,65,Mansões Águas Quentes,75694-270
Rua 19 B,,,11,65,Mansões Águas Quentes,75694-273
Rua 35 B,,,11,65,Mansões Águas Quentes,75694-276
Rua 35 A,,,11,65,Mansões Águas Quentes,75694-279
Rua 19 A,,,11,65,Mansões Águas Quentes,75694-282
Rua 19,,,11,65,Mansões Águas Quentes,75694-285
Rua 18,,,11,65,Mansões Águas Quentes,75694-288
Rua 33 A,,,11,65,Mansões Águas Quentes,75694-291
Rua 28,,,11,65,Mansões Águas Quentes,75694-294
Rua 27,,,11,65,Mansões Águas Quentes,75694-297
Rua 26,,,11,65,Mansões Águas Quentes,75694-300
Rua 25,,,11,65,Mansões Águas Quentes,75694-303
Rua 24,,,11,65,Mansões Águas Quentes,75694-306
Rua 17,,,11,65,Mansões Águas Quentes,75694-309
Rua 23,,,11,65,Mansões Águas Quentes,75694-312
Rua 22,,,11,65,Mansões Águas Quentes,75694-315
Rua 12,,,11,65,Mansões Águas Quentes,75694-318
Rua 16,,,11,65,Mansões Águas Quentes,75694-321
Rua 15,,,11,65,Mansões Águas Quentes,75694-324
Rua 38,,,11,65,Mansões Águas Quentes,75694-327
Rua 37,,,11,65,Mansões Águas Quentes,75694-330
Rua 14,,,11,65,Mansões Águas Quentes,75694-333
Rua 13,,,11,65,Mansões Águas Quentes,75694-336
Rua 8,,,11,65,Mansões Águas Quentes,75694-339
Rua 9,,,11,65,Mansões Águas Quentes,75694-342
Rua 10,,,11,65,Mansões Águas Quentes,75694-345
Rua 7,,,11,65,Mansões Águas Quentes,75694-348
Rua 11,,,11,65,Mansões Águas Quentes,75694-351
Rua 6,,,11,65,Mansões Águas Quentes,75694-354
Rua 5,,,11,65,Mansões Águas Quentes,75694-357
Rua 4,,,11,65,Mansões Águas Quentes,75694-360
Rua 1,,,11,65,Mansões Águas Quentes,75694-363
Rua 3,,,11,65,Mansões Águas Quentes,75694-366
Rua 2,,,11,65,Mansões Águas Quentes,75694-369
Avenida A,,,11,65,Mansões Águas Quentes,75694-372
